Fleet,Vehicle,Damage reporting date,Damage closing date,Damage category,Damage area,Damage description,Damage code +text,damage number,Priority,Safety issue,action code description,action code text,Komfortgrupp,Verkstadssignatur
F26,F26004,2018-10-09,10/27/2018,LÖPVERK,Slag troligen boggi 1.,Slag troligen boggi 1.  axel 1 L kross nivå 2,23 HJULPAR,18064612,4,,ÖVRIGT  (FRITEXT),Dubblett,,XTK
F26,F26004,9/14/2018,9/14/2018,CENTRAL STYRNING OCH KOMMUNIKATION,Alkolås trasigt A2,,814 ALKOLÅS,18065650,4,,UTBYTT,Alkolåset utbytt,,VHGL
F26,F26004,9/14/2018,9/14/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Frontlampa trasig,,932 FRONTLJUS,18065651,4,,UTBYTT,Lampa bytt,,MUÅ
F26,F26004,9/14/2018,10/16/2018,BROMSSYSTEM,Bromscylinder axel 8 trasig.,,5 BROMSSYSTEM,18065580,4,,UTBYTT,"Cylinder utbytt i samband med FU 1,5M. /CF.",,MUÅ
F26,F26004,9/18/2018,9/18/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Doppler trasig. Doppler error vid kalibrering,,"9 TÅGRADIO, ATP OCH SIGNALUTRUSTNING",18066337,4,,UTBYTT,Trasig radar utbytt. /CF.,,MUÅ
F26,F26004,9/18/2018,9/18/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Strålkastarlampa A1 trasig,,"9 TÅGRADIO, ATP OCH SIGNALUTRUSTNING",18066357,4,,UTBYTT,Trasig lampa utbytt. /CF.,,MUÅ
F26,F26004,9/18/2018,10/15/2018,LÖPVERK,Krängningshämmar stag trasigt A2 vänster,,242A KRÄNGNINGSHÄMMARE ÄNDMOTORBOGGI,18066288,4,,UTBYTT,Trasig bussning,,MUÅ
F26,F26004,9/23/2018,2018-05-10,VAGN,Klottrad högersida m2 vagn,Klottrad högersida m2 vagn,11 VAGNSKORG,18067319,4,,SANERAD,,,XTK
F26,F26004,9/30/2018,2018-03-10,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Slut batteri i stora ficklampan A1.,Slut batteri i stora ficklampan A1.,"93 SIGNALUTRUSTNING, OPTISK OCH AKUSTISK",18068855,4,,UTBYTT,Gamla batterier utbytta. /CF.,,XTK
F26,F26004,2018-01-10,2018-03-10,ALLMÄN FORDONSINFORMATION,Vindrutetorkaren stannar ej när man vrider av vredet   fått av d,"Vindrutetorkaren stannar ej när man vrider av vredet , fått av den genom att vrida åt vänster mot spolning ,slut spolarvätska med",00 ÖVERGRIPANDE DEFINITIONER,18069151,4,,UTBYTT,Bytt torkarmotor,,XTK
F26,F26004,2018-05-10,10/19/2018,INREDNING,Intervall reglage ur funktion. Torkarna går i snabbaste interval,Intervall reglage ur funktion. Torkarna går i snabbaste intervallen oavsett   inställning på reglaget.,71 INVÄNDIG UTRUSTNING,18069989,4,,UTBYTT,torkarmotor utbytt nu ok,,XTK
F26,F26004,2018-06-10,10/19/2018,VAGN,Dörr nr 13 lyste grönt i ringen med 3 små gröna dioder under gån,Dörr nr 13 lyste grönt i ringen med 3 små gröna dioder under gång. ?? Inte hela   ringen utan bara 3 små futtiga gröna. Provade öppna under gång. Dörren var låst.,13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18070269,4,,UTBYTT,Bytt tryck-knappar,,XTK
F26,F26004,2018-11-10,10/14/2018,ENERGIFÖRSÖRJNING,HJKR A1  nätströmriktare felaktig,HJKR A1: nätströmriktare felaktig,31 STRÖM- OCH LINJESPÄNNINGSSTRYRNING,18071202,4,,KONTROLLERAT,Inget fel fuunet. NSR fungerade med både 16kV och 400V. /CF.,,XTK
F26,F26004,2018-12-10,10/28/2018,LÖPVERK,Slag i hjul i A1,Slag i hjul i A1  Synad 181018. Nivå 2,23 HJULPAR,18071451,4,,KOMPLETT HJULAXEL UTBYTT,Hjulaxel utbytt,,XTK
F26,F26004,10/13/2018,10/19/2018,INREDNING,Kaffemaskinen behöver serviceunderhåll.,Kaffemaskinen behöver serviceunderhåll.,76 BISTRO,18071669,4,,UTBYTT,Utbytt till upparbetad,,XTK
F26,F26004,10/15/2018,10/15/2018,BROMSSYSTEM,Byte 1st bromsslang,,5 BROMSSYSTEM,18071799,4,,UTBYTT,Trasig,,MUÅ
F26,F26004,10/15/2018,10/16/2018,BROMSSYSTEM,Byte lossningswire axel 10 vänster,,525B LOSSNINGSVAJER,18071966,4,,UTBYTT,Lossningsvire utbytt,,MUÅ
F26,F26004,10/16/2018,10/16/2018,BROMSSYSTEM,Lossningsvire kärvar,,5 BROMSSYSTEM,18072240,4,,JUSTERAD,Anslutningen var krokig och gick ej in i viren.,,MUÅ
F26,F26004,10/16/2018,10/16/2018,BROMSSYSTEM,bytt skyddslock lossningsvajer,Bytt ut skyddslock pga gammal design.,514 FASTBROMSNINGSSKYDD,18072261,4,,UTBYTT,bytt ut skyddslock på grund av att den gamla var av äldre modell.,,MUÅ
F26,F26004,10/18/2018,10/21/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Byte Cau A1 pga transmission koll ej ok,Har kört över Testbaliser för ETCS och ATC-2 nere på uppställningen.  Båda test omgångarna fungerade ua.,92 ATP  TÅGSKYDDSSYSTEM,18072702,4,,KONTROLLERAT,Utfört prov med tesbaliser för ETCS och ATC-2. Fungerade ua.,,VHGL
F26,F26004,10/19/2018,10/19/2018,INREDNING,Trasig epac lucka,,717A ELSKÅP PASSAGERARUTRYMME,18072816,4,,JUSTERAD,Fästen till luckan gått sönder. dragit genomgående nu,,MUÅ
F26,F26004,10/19/2018,10/19/2018,LÖPVERK,Byte av bromsbelägg,,2 LÖPVERK,18072820,4,,UTBYTT,byte av bromsbelägg,,MUÅ
F26,F26004,10/19/2018,10/29/2018,VAGN,Koppel A1 skadat,Tveksamt om det kan kopplas.,141 AUTOMATKOPPEL,18072981,4,,KONTROLLERAT,Funktionstestat u.a. /CF.,,MUÅ
F26,F26004,10/25/2018,10/28/2018,BROMSSYSTEM,Luftläckage boogie 5.,Luftläckage boogie 5.,52 TRYCKLUFTBROMS,18074359,4,,DUBBLETPOST,dub,,XTK
F26,F26004,10/26/2018,10/28/2018,BROMSSYSTEM,Läckaget boogie 5 har upphört,Läckaget boogie 5 har upphört,52 TRYCKLUFTBROMS,18074436,4,,DUBBLETPOST,dub,,XTK
F26,F26004,10/27/2018,2018-06-11,LÖPVERK,STOPPANDE HJULSKADA,"EJ SVARVBAR, AXEL 1 T-0030 793 MM 547481 KM EFTER OMSTOMNING.",23 HJULPAR,18075943,4,,HJUL SVARVAT,HAR SVARVAT AXEL 5-6-7-8-9-10,,MUÅ
F26,F26004,10/28/2018,10/28/2018,BROMSSYSTEM,Blåser rätt igenom bromscylinder 10h och 7h,,521 BROMSKALLIPER,18074898,4,,UTBYTT,Bromscylindrar trasiga efter upparbetning,,MUÅ
F26,F26004,10/29/2018,10/29/2018,INREDNING,Flertal bordslås trasiga i tåget. Vandalism.,,7 INREDNING,18074996,4,,REPARERAT,Trasiga bordslås utbytta. /MB.,,MUÅ
F26,F26004,2018-02-11,2018-02-11,INREDNING,12 lysrör mörka,,74 INVÄNDIG BELYSNING,18076193,4,,UTBYTT,12 lysrör utbytta,,RSUC
F26,F26004,2018-02-11,2018-02-11,INREDNING,Hållare för soppåsar saknas plats 44 och 89,,71 INVÄNDIG UTRUSTNING,18076196,4,,UTBYTT,Nya hållare monterade,,VHGL
F26,F26004,2018-02-11,2018-02-11,INREDNING,Nätfickor trasiga plats 06 och 07,,71 INVÄNDIG UTRUSTNING,18076198,4,,REPARERAT,Nätfickor reparerade,,RSUC
F26,F26004,2018-05-11,11/15/2018,ALLMÄN FORDONSINFORMATION,Stäng fotsteg samt p broms löpboggi inför vintern,,0 ALLMÄN FORDONSINFORMATION,18076782,4,,JUSTERAD,stängt fotsteg samt dragit p-broms och tejpat.,,MUÅ
F26,F26004,2018-06-11,11/16/2018,INREDNING,Bit borta i handfatet. Går ej att använda.,"Bit borta i handfatet. Går ej att använda.  lagat provisoriskt med en instats för handfatet samt tejpat igen hålet som var   där. borde fungera tillsvidare, men borde bytas ut!",75 VATTEN OCH SANITET,18077100,4,,FASTSATT,Insats ditsatt,TOALETT,XTK
F26,F26004,2018-07-11,2019-02-01,INREDNING,Nya lossningsverktyget för P broms saknas i A1.,Nya lossningsverktyget för P-broms saknas i A1.,71 INVÄNDIG UTRUSTNING,18077318,4,,DUBBLETPOST,,,XTK
F26,F26004,11/15/2018,11/15/2018,BROMSSYSTEM,Slitna bromsbelägg 3 axlar,Slitna bromsbelägg 3 axlar,5 BROMSSYSTEM,18079258,4,,UTBYTT,Bytt ut slitna bromsbelägg,,MUÅ
F26,F26004,11/15/2018,11/15/2018,ENERGIFÖRSÖRJNING,Slitna kolskenor M2,,311 STRÖMAVTAGARE,18079273,4,,UTBYTT,Bytt ut kolskenor,,MUÅ
F26,F26004,11/16/2018,11/30/2018,ALLMÄN FORDONSINFORMATION,Allvarligt fel huvudkompressor M1  308.,"Allvarligt fel huvudkompressor M1, 308.",00 ÖVERGRIPANDE DEFINITIONER,18079578,4,,PROVAD U-A,provkörd från luftomt till fullt tryck utan fel på båda kompressorerna,,XTK
F26,F26004,11/18/2018,2018-11-12,BROMSSYSTEM,Bromsar lite ryckigt när det endast bromsas med elbromsen (känns,Bromsar lite ryckigt när det endast bromsas med elbromsen (känns mest i lägre  hastigheter),51 BROMSSTYRNING,18080002,4,,INSPEKTERAT,ok,,XTK
F26,F26004,11/18/2018,2018-11-12,TRAKTIONSUTRUSTNING,Farthållare åker ur ibland,Farthållare åker ur ibland,43 TRAKTION,18080001,4,,INSPEKTERAT,inget fel,,XTK
F26,F26004,11/19/2018,11/30/2018,INREDNING,Det rinner vatten ut på golvet kommer från nån stans runt toalle,Det rinner vatten ut på golvet kommer från nån stans runt toalletstolen,75 VATTEN OCH SANITET,18080444,4,,UTBYTT,Bytt toamodul.,TOALETT,XTK
F26,F26004,11/20/2018,11/30/2018,ALLMÄN FORDONSINFORMATION,Frontljus trasigt,Frontljus trasigt,00 ÖVERGRIPANDE DEFINITIONER,18080943,4,,UTBYTT,Utbytt.,,XTK
F26,F26004,11/21/2018,11/30/2018,ALLMÄN FORDONSINFORMATION,Frontljus trasigt,Frontljus trasigt,00 ÖVERGRIPANDE DEFINITIONER,18080966,4,,UTBYTT,Utbytt.,,XTK
F26,F26004,11/26/2018,11/29/2018,ALLMÄN FORDONSINFORMATION,Strålkastare fel glödtråd 13303,Strålkastare fel glödtråd 13303,00 ÖVERGRIPANDE DEFINITIONER,18082735,4,,DUBBLETPOST,Dubblett,,XTK
F26,F26004,11/30/2018,11/30/2018,INREDNING,Armstöd lösa plats 11 13 19 15 27 3542 46 851och 85,,71 INVÄNDIG UTRUSTNING,18083955,4,,FASTSATT,Armstöd fastskruvade,,VHGL
F26,F26004,11/30/2018,11/30/2018,INREDNING,Bordsvred trasigt plats 54,,71 INVÄNDIG UTRUSTNING,18083953,4,,UTBYTT,Vred utbytt,,RSUC
F26,F26004,11/30/2018,11/30/2018,INREDNING,Lysrör mörka plats 49 84 och toa A2,,74 INVÄNDIG BELYSNING,18083956,4,,UTBYTT,Lysrör utbytta,,VHGL
F26,F26004,11/30/2018,11/30/2018,INREDNING,Nätfickor trasiga plats 131 135 78 67 och 43,,71 INVÄNDIG UTRUSTNING,18083936,4,,REPARERAT,Nätfickor reparerade,,VHGL
F26,F26004,2018-05-12,2019-03-01,INREDNING,Det finns inga hammare på tåget,Det finns inga hammare på tåget,71 INVÄNDIG UTRUSTNING,18085702,4,,INSPEKTERAT,"Kollat i tåget,alla nödhammmare på plats och alla övriga verktyg fixas av TKAB.",,XTK
F26,F26004,2018-06-12,12/23/2018,INREDNING,Kallt i förarhytt,Kallt i förarhytt,72 HVAC KLIMATANLÄGGNING,18086527,4,,INSPEKTERAT,Synad ok,KLIMAT,XTK
F26,F26004,2018-08-12,2018-11-12,ALLMÄN FORDONSINFORMATION,Aux A1  jordfel manöverström 110v  nivå 2 och 1,"Aux A1, jordfel manöverström 110v, nivå 2 och 1",00 ÖVERGRIPANDE DEFINITIONER,18086996,4,,KONTROLLERAT,"provmätt, bra balans, inget fel konstaterat",,XTK
F26,F26004,2018-11-12,2018-11-12,INREDNING,trasigt spjäll hvac 4,,72 HVAC KLIMATANLÄGGNING,18087587,4,,UTBYTT,"trasig spjällmotor, utbytt test ok",KLIMAT,MUÅ
F26,F26004,12/14/2018,12/19/2018,INREDNING,Bubblar och luktar dåligt i handfat då man spolar i toaletten,Bubblar och luktar dåligt i handfat då man spolar i toaletten,75 VATTEN OCH SANITET,18089119,4,,MODIFIERAT,Sugit ur skräp samt tätat med sika i packning,TOALETT,XTK
F26,F26004,12/14/2018,12/20/2018,INREDNING,Läcker ut vatten på golvet inne på toaletten,Läcker ut vatten på golvet inne på toaletten,75 VATTEN OCH SANITET,18089121,4,,REPARERAT,"Läckage från handfat, bit borta men limmad och sikad fast igen, samt så var tätningsgummit runt röret dåligt men vi hade inga hemma så limmade dit den igen och sikade runt, allt är kontrollerat och håller tätt nu.",TOALETT,XTK
F26,F26004,12/14/2018,12/23/2018,TRAKTIONSUTRUSTNING,Farthållare faller ur ibland  blir traktionsspärr vissa gånger,"Farthållare faller ur ibland, blir traktionsspärr vissa gånger, ""dörrar öppna""   kommer upp i vissa tunnlar. Då lyser ""ej klart för körning""-lampan och   traktionskraften faller bort.",43 TRAKTION,18089116,4,,INSPEKTERAT,Kollad ok,,XTK
F26,F26004,12/14/2018,12/23/2018,LÖPVERK,Vibrationer i hela hytten i hög hastighet  vid pådrag och inbrom,"Vibrationer i hela hytten i hög hastighet, vid pådrag och inbromsning är det extra starkt",20 BOGGIER,18089114,4,,INSPEKTERAT,Synad ok,,XTK
F26,F26004,12/14/2018,2019-04-01,ALLMÄN FORDONSINFORMATION,A1  M1 och M2 klottrade på höger sida Enligt uppgift ska det ha,"A1, M1 och M2 klottrade på höger sida Enligt uppgift ska det ha skett i Duved  13/12",00 ÖVERGRIPANDE DEFINITIONER,18088985,4,,SANERAD,Sanerad,,XTK
F26,F26004,12/15/2018,6/18/2019,INREDNING,Kallt i bistron  18  där och 22  i övriga tåget.,"Kallt i bistron, 18  där och 22  i övriga tåget.  förmodligen intermittent fel på en värmeslinga till hvac kompressorn som i sin   tur löser ut jordfelsbrytaren och då värmer inte hvac'n nånting. skall mätas upp  imorgon eller försöka återskapa felet  Jordfelet är i värmeelementet som sitter i golvet vid dörr 23-24.  jag har nu stängt av värmen på säkring 63F113 i M1  (Värme avloppsrör för matta   dörr 23+24).  Jag har också klistrat över säkringen  och skrivit jordfel på tapen.",76 BISTRO,18089207,4,,KONTROLLERAT,,,XTK
F26,F26004,12/17/2018,12/19/2018,HJÄLPKRAFTSSYSTEM,Lång gångtid huvudkompressor M1 307,Lång gångtid huvudkompressor M1 307,61 TRYCKLUFT FÖRSÖRJNING,18089429,4,,DUBBLETPOST,Dubblett av call C10580227. /CF.,,XTK
F26,F26004,12/17/2018,12/19/2018,HJÄLPKRAFTSSYSTEM,Torkanläggning huvudkompressor felaktig M1 AIR M1 302,Torkanläggning huvudkompressor felaktig M1 AIR M1 302,61 TRYCKLUFT FÖRSÖRJNING,18089416,4,,UTBYTT,Defekt AGTU utbytt. /CF.,,XTK
F26,F26004,12/17/2018,12/23/2018,ALLMÄN FORDONSINFORMATION,Tv skärmar fungerar ej,Tv skärmar fungerar ej,00 ÖVERGRIPANDE DEFINITIONER,18089442,4,,INSPEKTERAT,"omstart av systemet, test ok",,XTK
F26,F26004,12/18/2018,12/23/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Balisläsningsfel med driftbroms uppstod två gånger igår på väg f,"Balisläsningsfel med driftbroms uppstod två gånger igår på väg från Luleå, en av  gångerna var i Hällnäs norr om plattform i södergående riktning.  Kollat kablar och allt ser ok ut, fick dock knacka bort en hel del is runt   antennen så kan ha haft med saken att göra. Får gå ut i trafik och se om det åte  rkommer.",92 ATP  TÅGSKYDDSSYSTEM,18089870,4,,PROVAD U-A,inget fel konstaterat,,XTK
F26,F26004,12/19/2018,6/18/2019,INREDNING,HVAC kupé M1 tryckfel.,,7 INREDNING,18090549,4,,KONTROLLERAT,,,MUÅ
F26,F26004,12/20/2018,12/23/2018,ENERGIFÖRSÖRJNING,Jordfel manöverström 110 V nivå 1. B 2005 AUX A1.,Jordfel manöverström 110 V nivå 1. B 2005 AUX A1.,31 STRÖM- OCH LINJESPÄNNINGSSTRYRNING,18090692,4,,PROVAD U-A,inget aktivt fel konstaterat,,XTK
F26,F26004,12/21/2018,12/23/2018,ALLMÄN FORDONSINFORMATION,De kallt i bistro sektionen!,De kallt i bistro sektionen!,00 ÖVERGRIPANDE DEFINITIONER,18090902,4,,DUBBLETPOST,dublettorder,,XTK
F26,F26004,12/22/2018,12/23/2018,ALLMÄN FORDONSINFORMATION,Broms A1   EPAC 2   BÄLGTRYCK FELAKTIGT. Placera BKC A1 Nr 2713,"Broms A1 : EPAC 2 , BÄLGTRYCK FELAKTIGT. Placera BKC A1 Nr 2713 Luftfjädring avstängd nu i L2.",00 ÖVERGRIPANDE DEFINITIONER,18091178,4,,FASTSATT,Vantskruv lossat kärringräknare. Fastsatt,,XTK
F26,F26004,12/22/2018,12/23/2018,ALLMÄN FORDONSINFORMATION,Torkanläggning Huvudkompressor felaktig M 1 Nr 302 plac BKC A1,Torkanläggning Huvudkompressor felaktig M 1 Nr 302 plac BKC A1,00 ÖVERGRIPANDE DEFINITIONER,18091181,4,,NOLLSTÄLLT,"felaktig jorfelsbrytare, återställning av systemet test ok",,XTK
F26,F26004,12/24/2018,12/24/2018,ENERGIFÖRSÖRJNING,Slitna kolslitskenor strömavtagare M1,Utslitna kolslitskenor strömavtagare M1.,3 ENERGIFÖRSÖRJNING,18091478,4,,UTBYTT,Utslitna kolslitskenor strömavtagare M1.,,MUÅ
F26,F26004,12/26/2018,2019-02-01,VAGN,Klotter fortfarande kvar. Tidigate anmält 14 dec. Hela tåget tot,Klotter fortfarande kvar. Tidigate anmält 14 dec. Hela tåget totalt nedklottrat.  Man ser inte ens ut i stora delar av tåget. Måste saneras tack !,11 VAGNSKORG,18091687,4,,DUBBLETPOST,,,XTK
F26,F26004,12/29/2018,2019-03-01,BROMSSYSTEM,Epac 1 bromscylinder 1 felaktig broms. Broms/p broms avstängd L1,"Epac 1 bromscylinder 1 felaktig broms. Broms/p-broms avstängd L1  Kollat efter luftläckage, inget runt bromscylindrar.",51 BROMSSTYRNING,18092353,4,,PROVAD U-A,Provad utan anmärkning,,XTK
F26,F26004,2019-02-01,2019-03-01,INREDNING,Belysning av knappsats TCMS skärm ur funktion i A2,Belysning av knappsats TCMS skärm ur funktion i A2,71 INVÄNDIG UTRUSTNING,19000158,4,,UTBYTT,"defekt skärm, utbytt & programmerad test ok",,XTK
F26,F26004,2019-02-01,2019-09-04,INREDNING,Nyare p broms verktyg saknas i A1.,Nyare p-broms verktyg saknas i A1.  Verktyg ska tillgodoses av TKAB. /CF.,71 INVÄNDIG UTRUSTNING,19000153,4,,DUBBLETPOST,Dubblett av call C10639661. /CF.,,XTK
F26,F26004,2019-03-01,2019-03-01,INREDNING,Spegel lucka toa.,spegel loss i överkant.,7 INREDNING,19000553,4,,FASTSATT,Limmat fast.,,MUÅ
F26,F26004,2019-03-01,1/15/2019,LÖPVERK,Runtgående kross nivå 2 axel 1H,"RUNTGÅENDE KROSS NIVÅ 2 AXEL 1H FORTFARANDE NIVÅ 2. 590626 KM, 788 MM.",23 HJULPAR,19000541,4,,KOMPLETT HJULAXEL UTBYTT,,,MUÅ
F26,F26004,2019-07-01,1/15/2019,VAGN,viltolycka,Efter påkörning av två renar tycks de dra kallt vid fötterna.,12 UTVÄNDIG UTRUSTNING,19001340,4,,MODIFIERAT,Provisoriskt tätat,,XTK
F26,F26004,2019-09-01,2019-09-01,INREDNING,Armstöd slekiga plats .06.34m.46m.48.55 .54m.67m.81.87.105.117.1,Armstöd slekiga plats .06.34m.46m.48.55   .54m.67m.81.87.105.117.124m.132.132m.137.,71 INVÄNDIG UTRUSTNING,19001990,4,,REPARERAT,Armstöd reparerade,,XTK
F26,F26004,2019-09-01,2019-09-01,INREDNING,Lysrör mörka plats 72,Lysrör mörka plats 72,74 INVÄNDIG BELYSNING,19001989,4,,UTBYTT,Lysrör utbytta,,XTK
F26,F26004,2019-09-01,2019-11-01,INREDNING,Stopp i handfat,"Flera stopp i handfatet, rinner undan ibland och sen stopp igen",75 VATTEN OCH SANITET,19002141,4,,RENGJORT,"rengjort samt justerat flottörsensor, test ok",TOALETT,XTK
F26,F26004,2019-11-01,1/17/2019,LÖPVERK,Sekundärdämpare 1V och 10H måste bytas. Oljeläck,,225 SEKUNDÄRDÄMPARE,19002420,4,,UTBYTT,Dämpare utbytta,,MUÅ
F26,F26004,1/15/2019,1/15/2019,ENERGIFÖRSÖRJNING,Ny tt prov trafoolja,,33 HUVUDTRANSFORMATOR,19003238,4,,INSPEKTERAT,Nytt prov taget.,,MUÅ
F26,F26004,1/16/2019,1/19/2019,TRAKTIONSUTRUSTNING,Gick ej att få klart för körning  inga blockeringar i TCMS,,41 STYRENHET,19003759,4,,PROVAD U-A,"efter upptining fungerar allt ua, testat från båda hytter både när vi körde in den och ut den",,MUÅ
F26,F26004,1/17/2019,1/19/2019,HJÄLPKRAFTSSYSTEM,Jordfel nivå 2,"Först dök en nivå 2 upp och jag lokaliserade den till magnetskenbromsen A1. Slog  ner särkingen och ska  köra ut, då dyker nästa nivå 2 upp.     /J  inget aktivt fel , har prokört allt jag kan komma på, har även mätt spänningen   +59,5-60,7v så den ligger perfekti balans.  släcker ordern så får vi se om det dyker upp igen",6 HJÄLPKRAFTSSYSTEM,19003781,4,,KONTROLLERAT,"kontrollerat, efter den ståt inne på avisning försvann felet",,MUÅ
F26,F26004,1/23/2019,1/28/2019,ALLMÄN FORDONSINFORMATION,strålkastare,Felkod 13303,00 ÖVERGRIPANDE DEFINITIONER,19005593,4,,UTBYTT,Lampa utbytt,,XTK
F26,F26004,1/23/2019,1/28/2019,ALLMÄN FORDONSINFORMATION,balisinläsningsfel,"Mellan sävastklinten och Boden c Tåg 7106  Visuellt kontrollerat RC filter, luftsäkring och ATC antennerna- inget fel   funnet.",00 ÖVERGRIPANDE DEFINITIONER,19005585,4,,KONTROLLERAT,"Visuellt kontrollerat RC filter, luftsäkring och ATC antennerna- inget fel funnet.",,XTK
F26,F26004,1/23/2019,1/28/2019,INREDNING,M1 toa ur funktion,Inlopp till mellantank ej stängt.,75 VATTEN OCH SANITET,19005382,4,,FASTKLÄMD,toapapper fast i inloppsventil,TOALETT,XTK
F26,F26004,1/23/2019,1/30/2019,ALLMÄN FORDONSINFORMATION,älgkrock,"Älgkrockad vänster sida ,mindre sprickor i fronten. Tåg 7107 mellan Tvärålund  och tväråbäck  1000V hängde löst i kardelen.   Stort hål i fronten, koppelkåpa trasigt (koppel ser dock helt ut).    Blev tvunget bryta upp del av fronten  på plats ute på uppställningen.  Jordfläta bortskruvad och 1000v uttaget intaget på verkstaden. Gick inte att spä  nna fast på tåget, för skadat. beslutade såga bort hela uttaget.  tagit bort nedre delen av fronten för att kolla om det fanns kardaver bakom   front, då swosh kom för sanering.",00 ÖVERGRIPANDE DEFINITIONER,19005583,4,,JUSTERAD,"Bytt frontkjol och mittendel, 1Kw ej monterad.",,XTK
F26,F26004,1/23/2019,2019-06-02,ALLMÄN FORDONSINFORMATION,alkolås,"Alkolåset krånglar ,fick blåsa 7 gånger innan godkänt ,bägge låsen är också   fastskruvade hårt så går ej att byta mellan hytten",00 ÖVERGRIPANDE DEFINITIONER,19005501,4,,UTBYTT,Bytt handenhet,,XTK
F26,F26004,1/25/2019,Öppen,INREDNING,Rep av HVAC,,7 INREDNING,19006058,4,,,,,MUÅ
F26,F26004,1/28/2019,1/29/2019,INREDNING,Frånluftsfläkt Hvac lånad till F26011. Ny beställd av Magnus,,7 INREDNING,19006792,4,,UTBYTT,Ditmonterat Frånluftsfläkt Hvac,,MUÅ
F26,F26004,1/29/2019,2019-05-02,CENTRAL STYRNING OCH KOMMUNIKATION,Lånat RIOM D2 till F26003,"Lånat ut  RIOM D2 i A2 till F26003 för att testa, eftersom det varit återkommand  e fel med hänvisning till RIOM.",8 CENTRAL STYRNING OCH KOMMUNIKATION,19006823,4,,UTBYTT,Ny sitter där,,MUÅ
F26,F26004,1/29/2019,3/19/2019,ENERGIFÖRSÖRJNING,förbikoppling traktion 1000V kontakt måste tryckas in,"Annars indikerar den värme kopplad och traktionsspärr.  Kontakten till tågvärmen är förmodligen påverkad, sitter inget uttag i fronten   så kabeln ligger gömd bakom frontkåpan.",34 DC KONTROLL,19007097,4,,INSPEKTERAT,"kontakt mellan två kablar, isolerat kablarna test ok",,XTK
F26,F26004,2019-01-02,2019-06-02,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Strålkastare,Strålkastare vagn A2: Fel på glödtråd/kortslutning.,"93 SIGNALUTRUSTNING, OPTISK OCH AKUSTISK",19007877,4,,UTBYTT,Bytt lampa,,XTK
F26,F26004,2019-10-02,2019-11-02,VAGN,vindrutetorkare helt ur funktion,"Kontrollerad på uppställningen, torkarmotorn går men armen rör sig inte. Måste   tas in för reparation.",16 FÖNSTER,19010108,4,,FASTSATT,Dragit fast muttrarna till torkararmen.,,XTK
F26,F26004,2019-11-02,2/18/2019,ALLMÄN FORDONSINFORMATION,Älgkrockad höger sida fronten A1. Smärre sprickor.,,00 ÖVERGRIPANDE DEFINITIONER,19010435,4,,REPARERAT,Igentätad med sikaflex. /CF.,,XTK
F26,F26004,2/15/2019,2/18/2019,INREDNING,Handkappramp,Rampen går inte fälla ihop,71 INVÄNDIG UTRUSTNING,19011337,4,,JUSTERAD,Riktat rampen nu ok,,XTK
F26,F26004,2/15/2019,2019-09-04,VAGN,Älg,Älg påkörd A1  1kv kabelsko finns hemma på lager.  Kabelsko och genomförning ligger på gröna lådan. /CF.,11 VAGNSKORG,19011459,4,,UTBYTT,Bytt 1Kv med förskruvning och kabelsko.,,XTK
F26,F26004,2/17/2019,2/18/2019,BROMSSYSTEM,Epac 3  bromcylnder 5 och 6  felaktig broms,Broms Boggie 3 avstängd pga felaktig broms!,52 TRYCKLUFTBROMS,19011667,4,,PROVAD U-A,Vid bromsprov så försvann felet och epac:en började fungera igen. Återkommer felet så får det skrivas in igen och epac:en får bytas.,,XTK
F26,F26004,2/17/2019,3/19/2019,INREDNING,Går ej ställa lutning på sitsen till förarstolen.,,71 INVÄNDIG UTRUSTNING,19011624,4,,FASTKLÄMD,"justering fastnat i fel läge, skruvat isär och åtgärdat problemet test ok",,XTK
F26,F26004,2/18/2019,2019-02-04,BROMSSYSTEM,Broms boggie 3 avstängd. Epac fel kommer och går.,Fortfarande epac fel.  EPAC 3 utbytt. Mjukvara installerad. Återstår Echelontest. /CF.,51 BROMSSTYRNING,19011746,4,,UTBYTT,Bytt ut epac,,XTK
F26,F26004,2/20/2019,3/20/2019,ALLMÄN FORDONSINFORMATION,hyttvärme,"i högre fart, Endast 13 grader i a1 hytt",00 ÖVERGRIPANDE DEFINITIONER,19012282,4,,INSPEKTERAT,"hål i front, tätat",,XTK
F26,F26004,2/21/2019,2019-12-03,INREDNING,toalettsits,Toalettsits har fått en spricka. Man kan sitta men det finns en risk att man kan  klämma sig.,71 INVÄNDIG UTRUSTNING,19012664,4,,UTBYTT,Bytte bara sittringen.,,XTK
